Product URL,Product Name,Product Price,Rating,Number of ratings,Number of reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1679387774&sprefix=ba%2Caps%2C283&sr=8-11,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,299",4.1 out of 5 stars,8,4," Care Instructions: Hand Wash Only   Well Organized compartment ,Security Back Pocket  ",B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS
https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1679387774&sprefix=ba%2Caps%2C283&sr=8-12,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9 out of 5 stars,"2,340",328," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort <br>   COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls. <br>   SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. <br>   ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Casual <br>   OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc <br>  ",B0BJ32LQ6X,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",Amazing Bags
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1679387774&sprefix=ba%2Caps%2C283&sr=8-13,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹398,4.1 out of 5 stars,"8,155",775," Made of multi-coated 600D polyester Material ; Water Repellent   Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters   Small Size backpack; Laptop Compatibility: No   This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more   With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books   6 months limited warranty  ",,,
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1679387774&sprefix=ba%2Caps%2C283&sr=8-14,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"₹1,075",4.4 out of 5 stars,"5,454",725," Outer material: synthetic, color: brown   Waterproof   Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)   Number of compartments: 2   Laptop compatibility: yes, laptop size: 16strap type: adjustable   Anti theft waterproof bag with anti sweat fabric on back and shoulder straps   USB and headphone cable slot  ",B07G4F6XFH,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1679387774&sprefix=ba%2Caps%2C283&sr=8-15,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",₹799,3.9 out of 5 stars,715,64," 100% Polyester, High Quality, Durable and Water Resistant Fabric   2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook   Front storage pocket keeps smaller items neatly organized and easy to access   Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects   Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight  ",B09B25Z8M2,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",Safari Industries
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1679387774&sprefix=ba%2Caps%2C283&sr=8-16,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"₹1,131",4.3 out of 5 stars,"5,161",744," Outer Material: Polyester, Color: Black   Water Resistance: Water resistant   Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2   Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,   Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks  ",,,
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-17,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,₹889,4.3 out of 5 stars,"5,556",817," MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.   Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.   Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment   Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.   Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects  ",B07M9BRCQ5,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,Fur Jaden
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-18,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),₹599,4.0 out of 5 stars,31,9, Material: Water Resistant Strong Polyester   Compartments: 2 with padding   Laptop Size: 15.6 inch and below   Dimensions: LxWxH - 11 x 6 x 18 inches   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  ,B0BPVLXD53,,ADISA
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-19,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9 out of 5 stars,"2,340",328," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort<br> <br>   COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.<br> <br>   SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.<br> <br>   ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Pocket Description: Utility Pocket; Compartment Description: Up To 17 Inches; Age Range Description: Adult<br>;Pattern Name: Solid <br>   OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc<br> <br>  ",B09VCLZ3K4,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",Amazing Bags
https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-20,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",₹839,4.2 out of 5 stars,"4,957",676, Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle<br>   External clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipments<br>   The rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist strapsThis makes this product a suitable alternative to bulky and unsightly rucksacksThe compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease<br>   Capacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defects; Lining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey<br>   Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacturer Warranty Against Defects Only<br>  ,B07YDGQQN5,,Fur Jaden
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-21,ADISA Laptop Backpack 31 Ltrs,₹499,4.0 out of 5 stars,"9,083","1,642"," Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo   NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)   Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)   Compartments: 2 with full padding; Front Easy-Access Pocket   Dimensions : L x W x H- 12 x 7 x 18 inches  ",B07G3CG9FC,,ADISA
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-22,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹689,3.9 out of 5 stars,"3,119",810, Care Instructions: Wipe with Damp Cloth   Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>   USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>   Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>   Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>   Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>  ,B09VTCNN75,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",FUR JADEN
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-23,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,₹473,4.3 out of 5 stars,"12,341","1,706"," Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex   Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps   Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks   Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket   Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry  ",,,
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1679387868&sprefix=ba%2Caps%2C283&sr=8-24,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹799,3.9 out of 5 stars,"2,428",215," HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.   FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access   MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella   COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps   WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects  ",B09B29F66W,,Safari Industries
